10000 40000
5383 9991 297
4707 6949 440
5921 1122 492
2679 9023 410
1426 5184 270
6111 4410 182
434 8273 85
9619 3649 373
4853 5549 97
2050 1722 488
9360 8732 23
6367 3665 408
1057 2223 159
2948 651 288
9260 7811 434
1423 8402 357
5214 58 206
240 1709 185
414 3368 359
2848 4496 418
8850 6278 155
3602 9203 107
5808 7872 478
9153 8088 118
4081 7054 254
9210 983 138
6627 9196 161
9531 9832 279
5568 7662 254
5586 4956 37
7254 6154 455
4709 2964 345
809 9583 57
2596 1134 239
8332 1310 416
3996 6139 143
7334 3196 283
76 251 260
8039 3341 218
2500 7955 247
9449 5867 84
4342 5061 158
7496 6773 263
4668 529 97
1335 7567 228
5319 8181 20
4329 2978 470
2966 6596 455
2744 4522 405
2685 3099 465
6118 7745 441
6694 4054 211
424 5449 490
613 937 64
5679 8405 474
7795 7427 183
5904 4119 7
7357 719 35
7564 2730 183
7339 8930 271
3611 7643 105
766 7829 472
8918 9086 13
5372 6129 176
6212 4765 38
7915 6044 438
6745 8004 346
4236 6949 95
8904 8346 185
7327 4483 485
7380 3182 291
7693 6011 137
4855 4885 439
2037 6714 38
1266 4541 365
8749 1337 130
2994 9550 364
8120 7519 71
2415 6375 47
3815 1168 90
6155 1257 288
5515 8873 26
2660 6588 56
7934 3549 404
1869 545 384
6224 250 266
6502 5982 418
7623 5032 70
867 7728 244
9887 4753 296
9006 4082 195
5792 6734 148
3462 2416 354
5830 4028 162
7530 1919 154
1890 2367 67
3216 9108 225
2994 4967 3
1869 438 323
1620 3788 196
1721 2283 358
3936 265 404
6618 8684 458
2664 8735 377
1489 3509 111
9445 2239 113
2157 2812 256
6306 6960 175
9334 2201 129
5147 1048 206
3920 8726 44
5646 8599 327
2120 6212 368
4906 3519 172
306 3314 441
6181 9244 299
8063 1029 95
9285 7026 112
7145 983 212
6929 4557 329
7482 7746 161
6235 1047 448
4294 9658 75
8936 947 5
9799 3597 427
3341 2417 179
322 8024 77
4417 2254 486
6296 7626 228
2145 9772 87
8440 7526 499
4798 3494 32
8129 2605 365
2802 1805 445
4535 4277 215
5323 595 453
5675 1973 422
8017 4253 112
5438 2169 312
3748 4238 351
1166 394 477
453 3540 231
2657 7549 113
7818 7137 74
9617 3218 282
1822 7095 203
8890 9349 19
9266 5360 42
3415 1931 288
1749 2544 370
3192 1356 103
3002 7140 81
8556 7512 392
508 6262 422
9227 7035 189
116 2711 232
765 9775 10
8186 3852 212
6379 8355 353
4380 7037 75
6593 321 136
3790 6885 244
1895 3913 212
939 7224 372
9251 8632 327
7936 2399 356
1915 3759 498
3467 6848 122
5639 1256 325
4773 7550 477
8615 6036 101
7411 7072 119
7803 8597 32
324 3612 151
8802 209 239
5513 1864 390
3255 737 39
7753 3520 432
7139 2565 179
7703 3617 246
5059 478 394
1292 1227 258
9776 6334 113
6535 7627 79
1606 5200 119
6677 1847 30
6066 836 466
1910 2522 168
6975 4462 13
8056 5816 283
6476 9859 197
3412 289 323
2795 237 222
471 9320 203
563 831 247
488 6454 104
5897 9249 429
345 9531 246
1194 3758 392
4299 3018 268
7599 2777 375
6281 9697 379
6862 1377 280
6620 4344 138
5776 686 78
8187 3657 17
6205 5783 137
7889 9571 99
5137 6041 449
8417 2729 114
8077 7852 78
8716 8600 113
1218 1842 408
7509 1996 282
1728 5054 264
3839 4490 463
6790 1137 220
3870 8214 45
2894 9485 83
2778 5946 47
2016 2089 173
8443 1020 206
2850 8068 9
491 2562 409
372 4142 211
7985 6945 317
2802 7173 414
8875 995 414
2754 8884 398
8390 7071 485
8335 5345 74
8757 6993 373
3643 1426 128
1588 9336 410
5404 756 230
5242 4091 63
5795 887 158
7432 5330 314
7260 480 417
3376 8751 447
6591 2824 301
9803 7089 207
8508 773 162
1388 105 462
7635 8067 405
9853 8428 207
3512 2975 68
7667 5300 266
7224 4891 157
7222 3562 402
8764 9804 220
3081 2113 143
4289 8813 116
1292 9228 390
9556 6672 7
8545 9753 488
8921 7005 32
1090 7142 421
3382 6959 477
62 6836 426
5614 5454 302
2486 2722 486
6437 8948 358
1960 7013 109
2330 6169 34
2369 1518 175
2801 1108 62
889 2812 404
3144 7828 429
8213 2661 385
9970 841 379
7630 7585 222
9894 7554 380
7078 4838 312
7793 7047 174
5301 4460 450
3534 3044 276
6458 8850 485
1446 8199 351
9672 4430 61
2050 6849 285
9574 5329 292
5131 7941 385
7184 7467 58
241 7765 53
3143 1330 126
9321 7369 108
8900 4626 257
3729 9467 65
9514 7134 208
7815 1552 264
5152 4680 368
5006 3932 16
1680 212 112
7533 6745 101
9681 9623 272
1478 2734 85
3002 8010 198
7842 6546 335
6080 3687 14
2310 3270 128
5522 2934 213
6968 8671 271
5425 2130 274
2914 3976 54
5510 4800 371
8128 8058 446
6261 8060 166
6217 9815 217
6116 4178 349
2500 4167 420
9195 5948 438
1145 5053 161
6645 6937 410
4091 7911 381
2079 2537 92
7561 5100 326
224 6018 310
8347 6594 279
7880 6668 245
1105 6563 191
5222 3094 396
3346 1511 24
4428 8880 480
8780 8531 383
3439 6543 245
5656 2048 381
6083 8846 316
9306 3671 0
4933 4064 105
3172 7002 329
1265 6675 362
3072 9651 470
9429 4818 280
1744 5644 447
311 3020 152
1213 622 307
9266 215 313
7484 3553 251
2532 2161 225
4619 9490 299
7066 9699 379
1192 5821 347
4905 1812 216
2095 4991 489
527 3404 433
7987 8773 315
5981 3913 360
3633 7703 117
4644 5575 384
5742 3035 330
8866 9138 371
809 5504 496
6257 5711 215
6192 1399 345
316 8205 204
9276 4987 190
714 6611 47
5676 8581 489
8454 6453 118
9974 3019 55
2930 2696 225
8195 5119 102
472 1904 470
2383 9219 383
9282 2755 23
8945 1858 245
9622 9079 170
8837 4535 148
5987 496 258
6330 8245 310
5151 1819 181
5467 6863 369
1983 1297 385
5979 6720 418
1942 4344 51
8933 6610 373
6903 7583 174
9421 7633 142
7304 6519 123
5524 4247 468
9611 2256 95
4182 3326 289
3589 8512 159
6525 7748 227
5613 7136 393
8888 4388 66
5801 4894 456
3396 308 112
517 1501 478
5334 2458 420
1594 4745 290
2834 2981 375
4445 7578 140
6295 7959 101
3022 1103 175
6206 5667 103
1066 880 369
3314 5554 199
6006 2650 202
2140 3014 413
921 1383 244
1494 7562 360
572 7926 315
9860 5584 299
2614 928 46
9432 2294 312
5671 4446 270
4545 1084 172
3425 1495 452
8556 960 93
1628 1025 230
2099 5071 55
5170 6714 327
6952 7577 422
9571 8358 205
8937 9642 125
5944 416 336
2221 5058 88
4095 5705 2
3489 3079 89
3066 1766 216
3583 8105 271
1719 4785 423
9970 7052 16
9557 8971 365
4667 7459 466
3866 488 155
3518 5620 488
1172 1389 187
5241 4086 151
1527 7197 63
3910 5113 8
528 5040 81
6093 7373 287
2934 8899 278
2369 453 416
7921 6269 359
9236 8096 354
7419 5891 376
4833 2927 399
8135 3459 366
7168 481 392
6565 2821 463
8356 7841 70
9877 1364 361
1431 688 60
8160 6334 131
6989 9726 257
3915 191 20
2447 2917 52
7602 4552 6
180 9857 407
2776 4989 76
6595 428 50
6829 5616 364
3518 9824 377
1499 7275 116
9105 6389 274
8164 2536 363
3539 7739 404
554 3307 124
4549 4882 350
4815 5435 282
6668 9910 311
3943 7272 36
8285 2765 468
5689 4439 442
3747 6373 348
9849 8042 159
5059 6587 89
8156 8713 458
4900 5085 475
9832 8473 453
9438 9952 467
8944 3696 187
2895 5958 193
3543 3040 460
138 246 393
484 8967 347
4837 5061 110
7052 7410 289
9541 2215 256
2271 4029 251
3806 835 101
7502 2516 237
7412 9167 427
2091 6641 131
9015 2386 142
5517 3863 188
7531 6517 303
5724 3293 77
4374 2398 179
7528 5535 114
7515 2266 280
9407 551 443
132 7660 3
3171 2913 95
7611 947 221
8671 4882 192
888 7378 393
7208 7365 341
444 2966 371
6575 3985 442
5036 7490 459
3103 5043 486
449 4635 7
2682 8513 423
4423 7649 494
3578 6140 362
6912 4970 299
2907 1182 451
6493 4101 207
9093 4012 125
6199 9231 367
3008 9770 141
3593 3973 213
3035 164 321
8524 1969 355
47 2575 346
9138 8666 414
6086 4665 218
3393 8901 330
2441 2734 62
5567 94 277
379 5056 126
719 1842 88
7076 8053 422
7565 864 364
8135 8454 85
4316 2548 58
8232 8147 294
1 4192 51
557 7934 471
858 2460 35
2457 9894 69
57 1868 234
9029 4575 465
3933 6426 315
8939 8847 306
4164 3900 229
865 4213 427
3751 901 157
7232 3014 189
3383 6244 93
3206 6445 307
3068 7374 204
8117 4507 343
9796 6885 120
559 1400 485
2431 4191 77
5631 5568 277
7983 279 163
7267 2333 196
6951 4648 72
5247 3460 47
8447 8042 398
1225 5114 234
8437 376 310
3702 5784 160
8215 6881 107
4232 4424 493
9248 9222 171
7977 3190 20
2745 9823 190
8371 3702 325
7895 863 325
8364 5246 315
7932 6690 117
1879 3839 247
3110 4637 437
8605 8235 108
9267 9271 401
7443 8770 94
5540 4403 66
3269 1266 326
8436 3753 135
2038 8883 329
7983 7233 38
2979 7551 371
6719 6323 225
4273 7895 473
4943 7073 155
8756 4768 98
9086 2033 426
7759 6724 333
1021 5967 45
4946 3490 284
6346 3333 381
241 3730 4
2971 1961 41
4419 7864 477
5701 9484 454
530 1775 65
7306 5964 387
5861 9008 260
5463 3071 25
484 7840 226
1598 3585 140
2933 7429 289
7481 7489 59
8010 4183 59
7559 8681 411
3086 5823 292
2882 4131 49
7107 243 41
2659 1827 178
1860 9532 51
6189 2620 365
5329 7703 12
3041 5536 449
3693 9064 207
2070 4400 21
7178 7774 157
2775 8315 111
7179 8700 143
3171 9293 359
9582 1706 271
8449 8167 255
391 567 148
1961 997 241
2935 2473 341
7331 386 200
4564 2954 420
3861 775 451
4890 90 349
3042 8458 110
641 2105 30
6929 8733 410
1670 1780 160
4655 2685 239
7890 3664 46
977 2080 81
4348 3217 278
5132 6558 343
1993 3723 385
3269 1884 247
2761 8993 417
2352 2986 453
4699 2359 450
4984 2919 259
5494 8302 184
3167 5531 88
2151 902 310
8791 4601 421
8282 3899 250
1256 1679 120
4992 6819 105
6491 2927 260
2186 6155 417
7257 6424 396
4018 8926 75
4149 1190 217
6353 4008 262
3015 2735 361
6176 9726 473
5170 3496 236
8638 1900 159
9323 644 394
5172 1438 400
1390 1286 238
2380 888 429
9484 4819 151
8339 6658 428
8674 434 197
92 499 3
8050 2783 29
1983 695 146
9693 4344 28
5700 3639 236
2037 2142 347
8467 3416 308
8521 4732 316
3500 4671 1
4431 3946 314
3268 9244 392
1361 3330 37
2774 4913 315
8351 1043 192
56 1284 344
3781 8838 223
6370 9239 483
6394 5100 270
1519 8610 1
5982 8549 19
2800 3669 490
7756 2053 328
8051 6179 290
4109 4782 358
7251 8464 297
9969 9098 127
1707 8603 86
1654 3005 166
252 7856 431
4310 9235 451
9988 6967 471
1563 3682 234
1911 5047 142
5873 1804 235
1818 3797 189
7272 4933 94
4621 1366 235
7276 8940 456
3310 36 20
1935 6730 142
2986 5658 311
866 6738 61
1911 3119 117
6332 3545 334
6049 57 88
6123 1682 400
7593 8594 188
9782 819 2
9668 8132 447
9443 2992 293
4430 9188 134
6833 787 39
973 9622 233
4933 9367 203
2641 523 405
9339 5719 174
6815 6876 144
5937 5708 270
4474 5805 146
3029 8275 488
5192 7293 157
6178 2904 373
9840 6965 299
6245 8597 326
3567 5710 160
5964 7447 261
7387 4661 65
9400 9966 177
4246 940 87
8327 4224 177
5233 7473 232
1821 6133 338
1636 6391 258
5441 193 156
887 6216 264
6318 9743 232
4184 71 20
4422 3547 340
7360 9647 465
5541 6388 429
7817 1959 441
3047 491 441
1080 4809 69
2652 6961 200
8194 7600 298
4486 7657 228
8675 9683 384
1996 1068 13
9850 8976 405
103 7940 365
8470 7901 487
1645 8257 252
489 7465 202
4151 5248 89
1065 9860 21
7198 8388 88
8349 4501 498
3199 3628 386
2153 8649 257
911 2245 28
9494 5593 482
2473 5728 357
534 9132 226
4425 7280 168
8934 3573 356
9622 1973 7
7928 5303 319
9736 8380 454
7590 6087 169
597 7816 381
5332 9859 432
2022 597 189
9033 1038 248
2046 8822 263
9328 8156 247
7885 9676 402
2466 3413 230
5063 7782 24
6205 278 81
2627 3438 253
7072 6056 374
2276 866 85
6997 8160 242
6245 2113 455
1701 2860 350
4355 8985 40
9695 5956 180
9165 1075 225
2541 5562 298
3750 2631 378
2357 2451 127
8290 8760 155
8006 7896 155
2268 8817 494
5718 9399 251
4957 7606 340
8897 6058 31
7346 1108 208
6970 3977 216
4678 6766 74
6282 3276 467
1211 9327 316
261 5272 451
815 7811 305
4880 8853 44
2095 695 100
6214 1201 263
4177 2681 371
7883 614 327
1001 7852 265
8676 7015 249
7287 7986 76
5410 4515 416
9229 9311 45
9809 2761 191
3276 5697 417
5657 2824 55
5948 583 16
843 9255 255
3757 6905 17
5881 4775 188
388 9921 106
5410 6929 441
1393 8543 144
8867 4830 453
6006 2718 378
2054 4651 308
1477 5724 411
8538 6553 483
183 3601 23
8455 3388 14
7412 2951 28
2411 3800 395
8066 1382 12
2326 4782 355
9454 6207 183
365 61 124
1004 4510 142
6924 5836 80
2144 4646 214
7234 8435 164
9725 4276 163
8356 9588 459
6545 1186 477
3756 6953 129
316 7546 340
4983 150 229
2275 4743 40
5700 6915 365
8200 47 294
667 1390 213
2638 9235 100
4557 2114 328
6451 1300 410
9744 8660 309
749 7639 437
5725 7884 8
4608 9170 219
9552 6146 68
2902 5355 365
5551 6993 217
7348 8094 132
2872 2705 17
4310 8303 365
3017 909 184
1691 1253 127
4978 5388 475
3159 5482 147
8866 840 278
3045 9419 99
8545 3640 156
2983 4956 107
2811 1436 378
7469 7324 336
6635 9508 261
907 8564 205
1411 8626 165
5186 6628 248
1278 5541 216
2334 1323 445
6090 6558 41
2252 2968 443
7946 8912 187
5716 5942 9
3751 5773 125
9065 9308 1
9409 1272 358
1611 3510 1
6221 1477 431
5691 6024 102
8516 537 254
9824 115 187
2271 2970 336
3944 2825 492
4584 9163 225
2838 4513 232
7958 4499 456
9734 2039 167
6369 1408 382
1937 4226 23
3398 1886 213
4116 6444 459
6433 2666 206
3709 2562 430
2087 9853 468
6539 2350 462
4848 9456 447
6128 2409 418
4823 6428 16
5739 1419 69
7151 9930 385
989 6989 195
9477 5557 421
1668 9817 439
1104 2650 373
4042 7235 443
7997 7853 89
8718 696 35
3107 2688 196
9446 996 251
676 2240 30
9193 7420 294
757 2807 63
6008 5935 260
7634 7140 299
5104 5261 446
142 6484 138
499 1840 211
9413 896 27
6667 2240 75
8659 8470 327
7168 4109 324
2383 1510 4
9253 2100 22
3659 8499 270
1238 3085 473
8144 6675 282
9482 3048 233
4873 1462 367
3852 946 208
3990 8645 463
91 8539 201
2323 3186 0
1472 1564 17
3442 5881 30
6320 7418 308
2352 2170 84
1484 5196 429
1678 434 407
278 4815 64
7540 7340 84
5050 2212 62
1974 1159 148
2421 8003 95
6630 9724 483
1294 1880 73
4303 5771 231
6825 4534 314
7695 946 353
6137 575 180
2424 5108 344
9316 9983 287
3226 4695 366
9503 7865 21
6221 8576 218
1368 6722 167
9620 3711 307
1749 9538 314
8350 5755 282
7510 7187 165
8803 1129 287
8452 2592 371
4038 4374 38
1669 2963 383
9573 5804 162
1043 141 231
6511 4751 483
96 7166 286
3402 8495 270
7870 4114 457
2740 9340 213
6362 7072 30
5825 9388 170
361 439 442
2104 1679 373
6537 8004 485
6892 7641 252
5652 4483 159
6634 3937 399
1854 8442 300
3382 479 35
6025 4111 150
1193 3018 204
2902 4114 192
6231 3647 104
7514 3925 80
901 677 394
7157 2856 115
1399 7361 58
9919 8809 343
6800 5132 126
5312 1312 117
8318 3394 403
4476 6505 269
8601 7596 323
2396 4721 120
3454 5604 184
4092 1516 44
9635 1736 349
1887 8030 126
3940 5811 183
928 9216 318
3110 8144 449
4703 5334 425
8388 7160 346
7752 6884 195
5946 6751 100
1194 4637 479
3950 6150 495
4011 3796 40
7035 1331 193
6812 7946 170
1694 4730 89
3876 6455 405
4886 5541 428
8547 5997 500
5562 8429 285
8588 8076 83
3965 2999 286
5806 2191 204
7384 2038 324
5835 334 8
389 879 385
9648 5193 415
8882 1655 204
8636 1269 279
3571 9108 14
5077 5760 272
9457 9502 144
4855 6907 127
6161 7957 166
3464 3157 399
13 9 223
5798 485 367
6344 5019 435
5601 9383 36
3370 2591 146
3706 1298 437
8698 926 118
4247 5365 426
2613 2025 50
947 674 242
6702 9209 284
6797 6929 129
3818 8843 132
9436 8601 217
5268 2327 18
5235 3352 483
197 9203 472
259 3760 161
6890 4890 392
8373 3918 269
6307 9170 75
998 4320 484
5925 9660 390
3313 6327 227
8243 3509 391
8099 4201 403
2932 415 354
8243 1014 116
4948 5247 275
9608 2215 160
7236 8286 24
6454 2737 194
8231 8685 253
2802 3843 480
3875 9602 365
4620 7595 105
1078 4297 232
9976 9000 183
7243 1025 243
2928 7230 161
706 9131 176
8174 3781 368
9102 7703 49
5282 4315 168
2885 8284 347
3587 3339 112
8089 3316 14
3174 8105 255
5153 3433 306
3094 6565 436
4303 9120 172
3382 4175 236
4254 3545 413
9563 110 3
2811 6324 208
4245 7541 321
128 6183 104
407 652 223
986 4067 337
9690 1934 433
4464 3478 446
6778 6270 66
9553 1710 87
1254 6014 348
3256 8995 270
750 8788 393
9478 6523 2
1358 5061 125
743 9856 249
1071 2743 331
3224 6676 420
6615 5843 352
8360 1280 387
7798 5820 2
2911 3675 174
5060 1959 253
7961 9086 0
8613 1756 377
8516 3183 266
5946 9030 33
9864 2099 159
9809 5363 442
3715 5175 345
209 8569 229
1797 6437 51
9991 5389 259
4448 2200 154
5727 3218 360
2199 7629 90
1997 3030 250
8747 4948 172
6106 858 30
3722 1353 234
7722 2065 354
7132 9056 32
504 7516 134
1574 7769 363
325 2964 471
4180 5658 216
8382 5758 483
4224 4338 232
5231 3607 135
9786 8815 121
8573 7082 111
3217 8373 323
956 2986 54
131 446 454
6727 4892 362
6693 6210 496
1505 9061 211
3313 4448 140
6687 3139 272
4306 2570 356
3915 1574 129
2584 7449 258
8255 6223 93
2731 4806 31
8293 9642 354
46 1421 291
6228 7854 440
6155 1433 436
7087 5982 3
8062 4344 448
4630 1608 265
4996 9818 487
7569 9389 476
2119 7576 98
1077 731 290
8388 9060 290
9262 5843 268
2128 1207 102
3509 9545 117
4628 6387 137
9589 8261 143
4306 44 263
5119 7800 131
2842 8072 237
2195 7870 42
8175 4251 402
3912 271 223
3977 8524 484
1502 6971 214
7824 8156 166
4863 3021 407
3261 9173 6
8117 6020 422
4780 2696 37
956 8872 192
3125 2400 161
3170 5779 16
299 4176 341
8319 6279 48
3524 2290 73
7705 1974 24
298 2520 24
9548 9037 227
7516 5139 277
7893 212 196
7411 3609 400
5719 3123 67
9368 7285 144
2717 3077 346
3514 5105 301
9074 4047 18
769 5919 451
8572 4884 184
7076 5430 416
6737 8785 118
355 3480 122
3814 5030 38
612 438 27
3477 4995 303
1010 6368 397
6114 4070 131
1292 9657 315
3754 1710 293
198 619 304
9941 3565 321
759 983 196
8143 5918 172
615 3131 157
964 8634 90
9962 6111 317
1054 9930 17
7728 9788 458
8948 2759 477
3805 5479 402
2972 7309 442
9275 418 287
1458 2163 171
1291 5785 184
6235 4691 192
1167 289 315
941 494 281
3891 6731 105
2806 5095 201
5447 4471 313
6500 4710 38
1905 7701 234
9860 8793 44
7681 9441 372
4813 9506 322
9309 6477 147
9076 657 249
4953 7864 237
4327 3713 62
8581 6941 324
662 5987 315
9812 564 495
8595 208 450
924 7304 174
6659 4224 274
7681 514 372
2680 2544 180
3690 5526 313
9042 730 37
5636 1594 150
1369 5280 426
1957 9012 465
8721 8750 214
9860 9787 475
1074 2704 242
4214 8213 366
5384 1556 298
5269 9313 168
1080 1521 358
3122 7508 406
4952 6516 387
7829 6104 10
8267 6025 215
3249 6647 354
4316 8456 347
2564 9314 64
4539 2966 374
7505 7687 166
3473 396 490
7688 2511 270
8002 6726 45
4643 4473 226
1171 5563 309
3793 8880 415
2561 1427 230
4652 7862 423
9472 1678 403
8512 4476 400
8297 3971 76
8424 4984 237
2837 2299 39
3808 6731 113
9641 4580 204
9655 9093 415
1921 6153 297
4147 2974 20
7942 6187 18
7894 6339 385
108 4576 127
4860 1160 119
1190 6350 489
3079 8304 361
5521 2395 156
5354 2486 406
5570 1987 209
5557 5553 57
1674 3479 210
984 5573 150
4528 1132 188
920 6226 480
3767 8152 10
210 5179 415
3676 3406 83
100 4464 203
2457 4885 448
2488 9111 137
399 324 235
7844 4048 72
2862 8077 409
6181 6415 41
1834 3259 466
8636 6688 162
6024 5892 11
5839 598 54
3786 4857 49
3903 252 407
9330 9843 266
9419 4073 34
3432 2173 249
1110 7054 415
3421 1601 418
9813 499 376
4894 4854 255
7194 5074 334
1432 2545 478
3731 6384 239
852 4810 123
7129 747 93
9263 287 173
6687 6159 57
5224 2599 362
5869 1234 194
4388 537 117
5592 2667 109
2777 6753 153
6860 340 462
5115 8890 105
4047 9057 487
3152 3335 436
5410 6790 51
9287 4129 253
2043 6177 281
2099 5906 227
1749 4653 288
1909 2919 391
3149 6915 51
8557 7684 224
757 1125 410
2323 4708 235
9473 5823 90
2017 3917 327
8077 3270 66
3233 8094 144
1754 6088 285
524 2561 4
1624 2651 229
9078 1215 444
1674 4032 364
1965 6329 183
7655 8225 137
4383 5469 199
9684 2853 364
7961 6644 218
4494 6835 81
1817 5701 178
2717 4314 236
1181 8002 445
2000 7046 490
7106 7811 466
2960 3576 17
6320 96 430
4388 6948 208
7770 2503 82
3322 7561 477
3516 2857 214
8278 8174 337
5831 8939 114
2850 8787 412
421 8254 366
60 745 228
2020 9386 494
7414 9480 183
5326 3601 262
5488 6367 420
9225 2892 451
151 1341 185
1299 1710 132
1341 1582 266
8478 6951 330
6055 7359 177
177 3310 17
1604 9521 260
9808 4417 88
8382 2685 99
1996 6996 378
8690 5839 260
8117 6159 447
2521 3969 189
7315 3459 334
1950 2032 470
7561 8948 439
2919 3254 7
9570 4399 134
9304 8742 255
9888 2519 79
8207 1606 93
2822 3566 253
641 7214 60
2058 5129 300
6732 6559 133
8828 7402 93
1311 5221 152
9667 8745 132
4656 8170 102
3569 7290 188
9179 4315 230
6080 3545 136
8891 3310 183
5313 2060 207
3242 8493 476
8249 1297 441
6888 480 452
2424 2518 139
2225 3651 407
8006 8972 382
2523 3036 123
747 5014 73
2993 5872 309
5103 1187 307
9466 1218 267
4171 3649 362
419 4220 122
2212 2625 158
3412 9818 447
2014 9823 12
1556 7012 163
1042 203 327
4087 3368 67
7727 6781 216
6410 9590 351
9260 4506 144
5369 2378 368
5538 4608 268
1141 6882 163
5394 5286 406
8866 5339 470
2138 2471 439
9416 3179 261
2564 2959 337
8885 9889 175
7741 7971 461
9643 4591 105
6317 5435 447
9775 3579 247
6793 3918 412
5930 6095 487
2061 2659 151
6413 2405 83
7095 8062 431
9998 8706 17
9617 5255 294
8306 2788 232
3489 2138 342
1764 9916 17
7363 8216 237
9931 4767 215
7420 8857 115
7083 6633 497
3106 7739 155
1237 4491 383
9862 3667 313
8671 6711 441
5366 3215 252
8379 2093 191
8977 5252 215
7604 1644 363
9534 1522 343
3893 6440 393
7902 8611 112
1115 5201 445
5352 1247 382
2876 8508 361
2154 5021 95
4272 9846 180
9211 5366 326
9222 9400 369
9625 2969 304
6514 2923 0
2112 75 446
4170 4979 346
5475 2555 299
5521 4425 82
5008 7406 454
9015 9216 35
844 6695 92
9917 2217 256
8487 4733 100
4903 4652 477
5252 2919 109
6223 9905 45
2582 5571 176
1298 8471 486
9444 1893 368
8737 7689 155
5028 5858 18
7257 8033 402
8167 629 206
9181 887 341
3584 4803 242
6558 9735 237
3035 1611 170
7311 5844 50
6248 1110 426
8933 2200 306
3997 575 88
5903 2876 144
6773 8321 39
5574 5236 79
719 3958 338
6754 5458 313
7233 41 265
4157 8254 337
9356 883 4
2831 8310 144
6381 6979 111
2577 9362 433
9956 8944 482
5183 4063 249
7515 5512 37
2774 8670 122
4975 5527 431
934 7559 247
5679 2651 301
3094 1888 6
3843 3089 363
8000 8146 311
6547 9226 355
396 4098 167
4012 3456 451
3788 3165 68
2727 7075 187
3119 7681 369
5906 7178 425
8184 4819 201
262 9049 181
7587 5406 363
9702 7841 349
6836 1876 366
4533 6025 61
4876 7661 133
9359 3606 455
6278 6250 486
9036 6054 147
7094 4418 341
2261 9254 382
4138 7999 29
6819 654 126
865 5581 330
167 4090 182
7172 411 194
9551 8892 323
53 6121 212
8223 9438 161
7628 3309 304
8336 3120 28
8049 6979 331
6336 9249 328
3679 6898 419
424 3061 188
242 8510 437
5570 1844 383
9388 5184 70
9390 537 15
7309 415 56
9820 9767 248
6909 5170 113
2495 6003 477
2909 2280 454
4210 5348 431
5678 1136 365
7657 6712 97
5443 4406 397
1477 4489 409
1048 4029 277
981 6926 23
203 3864 386
8018 1635 253
8398 7085 139
7647 5959 183
8564 1280 348
2417 5166 109
1618 8950 122
3112 3542 354
1945 4145 80
9000 1224 14
4021 4486 388
3593 7330 304
930 3406 164
3069 392 451
4105 5912 51
9327 1131 88
6855 6275 167
1432 6302 414
7914 6444 429
3775 693 169
1112 8128 205
2042 1074 213
177 7267 144
1030 1961 433
7201 5481 32
9847 5860 35
7215 5712 77
8137 3282 135
9728 6449 477
1694 1592 143
9121 7826 447
1587 7968 459
6189 6355 53
8818 734 147
9741 7856 204
7797 9688 310
3506 4531 273
5887 4749 381
9810 9278 488
7817 6327 392
2385 2134 374
8042 1299 135
419 7652 341
8297 2261 91
9473 2800 455
2586 887 281
8902 3253 458
6590 6803 469
9318 8243 173
1822 173 97
1326 7897 258
624 2001 115
825 5236 496
619 5303 166
4551 4563 154
9529 9842 72
9280 5581 479
4144 544 388
259 8639 309
8649 7266 324
649 1779 330
8440 3611 153
2186 8407 123
9259 3928 342
1589 8819 230
7970 1489 7
6625 675 322
5954 6500 438
1944 5102 197
6797 6164 233
649 8255 478
3377 504 185
5371 3824 344
1699 6044 72
1059 8539 154
8324 7903 389
4082 600 7
261 5915 16
7941 5086 337
753 8969 240
3458 3124 175
1276 7951 355
9526 4635 477
7954 722 342
3630 1172 327
3658 1306 428
9540 4428 405
2483 79 300
5610 685 111
2988 5860 479
6567 2220 195
597 4086 338
4444 7512 383
1328 6220 420
4915 9003 8
904 1233 138
8001 5389 68
3192 652 201
8757 977 94
7968 5505 273
9050 1632 158
5337 9625 276
4377 1322 55
8177 9742 181
5849 2742 67
5680 4647 57
6935 8128 493
9315 7281 180
4983 7492 89
7812 77 323
4495 8619 46
6611 9826 386
1429 1180 493
785 7035 98
993 8951 44
9992 4687 474
2355 1387 306
8636 5805 38
9074 4425 496
9117 2132 179
1013 4473 327
2407 8074 9
9052 7048 314
5815 2028 19
6908 4097 235
4408 791 434
4657 6838 249
9057 3127 250
6889 5441 435
9518 2436 62
9746 4573 146
6544 557 328
2970 8547 14
2918 4810 133
6062 4005 325
1092 8071 290
7522 5664 29
2149 7595 5
5779 3787 148
1202 8890 45
6141 2198 250
2789 8624 299
1071 58 257
9544 7224 461
1621 3704 458
3877 4976 336
5492 7443 75
8627 4481 144
1875 9181 287
2147 4541 332
1553 1219 43
7645 4114 260
182 8337 97
4089 697 419
6662 1696 152
8716 8232 193
5190 2288 2
3638 4248 406
111 2109 207
5750 7116 334
3998 9461 366
8729 3563 44
2614 47 287
8567 782 357
3374 7789 251
6056 5431 335
5622 5740 437
3635 5003 455
9746 7009 182
8420 1092 384
423 3884 46
8136 8440 353
2404 9199 284
6287 488 211
5556 7514 181
3079 182 259
7602 6786 439
1035 9982 255
8837 6836 344
7416 2275 469
7505 4236 95
3950 2332 256
1189 5786 338
5326 6331 420
4980 7185 439
1883 6191 161
5952 6445 431
4854 6577 436
6616 4659 196
459 2850 489
1250 9634 60
1927 7631 389
2002 1393 328
