1000 4000
770 575 234
42 677 131
352 308 402
988 804 374
79 682 141
415 213 181
502 971 257
456 11 132
330 466 368
941 852 371
472 231 244
708 878 119
262 225 302
29 950 35
518 155 68
671 322 391
205 434 83
526 763 227
654 208 298
413 5 358
799 775 375
277 749 384
587 193 353
262 805 86
53 937 198
853 623 410
648 705 14
790 87 331
183 147 224
137 654 340
785 683 210
181 184 190
272 847 258
181 772 186
971 379 122
8 723 270
587 31 354
814 683 236
234 424 340
742 272 47
309 343 350
162 444 480
584 290 159
829 923 308
588 221 488
168 678 117
209 920 236
855 799 56
229 232 201
604 6 195
410 799 415
349 82 454
286 163 276
612 943 479
235 126 330
6 395 384
198 380 261
434 36 18
314 949 146
923 400 167
679 353 299
112 412 283
850 706 255
916 177 494
512 416 305
6 36 28
89 835 20
604 717 348
550 318 196
169 159 406
737 830 56
999 95 493
388 647 93
952 196 73
666 89 257
862 390 434
236 4 227
304 725 309
88 887 453
957 900 340
958 924 182
329 533 206
625 759 98
45 475 395
513 241 178
357 595 123
824 821 8
491 408 104
293 870 38
909 329 493
718 139 2
8 168 205
544 298 243
188 141 391
575 176 300
655 135 100
171 663 424
904 291 320
520 480 63
149 558 497
636 93 441
392 302 376
144 386 271
396 987 427
51 655 80
718 703 429
691 810 476
229 128 119
762 88 175
266 178 325
661 829 381
871 10 34
949 166 187
351 480 99
722 511 282
656 901 109
280 255 181
354 437 49
21 994 228
768 167 420
878 882 400
412 290 83
326 800 317
445 808 402
498 51 355
440 560 157
675 164 67
631 399 123
792 787 274
239 257 359
349 337 325
959 291 438
875 207 24
156 712 314
117 725 2
30 662 67
14 187 424
61 671 81
669 542 430
804 399 205
459 505 96
425 495 142
381 100 429
482 239 178
190 792 222
933 46 235
405 914 218
419 70 86
900 7 141
653 806 481
324 397 114
440 833 365
878 926 425
490 41 185
835 356 460
327 117 240
612 128 322
782 489 148
46 836 169
677 376 426
701 776 391
558 953 362
315 710 117
457 629 440
521 443 50
5 306 495
763 830 211
768 359 397
668 872 247
225 41 405
441 561 475
172 10 452
239 866 443
961 901 110
454 357 3
831 554 259
819 715 391
433 553 315
650 769 164
570 459 474
938 690 40
504 456 387
449 593 136
294 70 139
990 393 122
288 667 438
908 382 401
781 988 393
407 446 182
128 300 275
7 124 52
688 4 113
577 269 98
418 136 221
494 730 343
381 144 48
930 713 410
34 529 464
755 196 439
716 879 430
891 660 101
435 282 199
738 487 478
757 569 467
237 733 144
529 691 151
483 953 119
554 691 488
78 944 237
581 168 343
818 967 384
824 66 178
367 668 482
302 597 429
428 19 490
405 677 18
962 757 231
223 394 443
149 831 321
328 184 35
22 367 254
521 651 435
442 100 23
115 628 69
971 909 201
686 911 358
789 408 440
446 792 451
108 396 278
177 786 370
232 372 350
866 470 179
614 63 330
204 690 37
492 898 50
864 929 346
33 161 334
904 108 188
450 758 404
628 791 43
903 635 329
346 93 484
183 430 438
312 428 132
186 311 268
779 342 384
331 536 323
367 282 250
400 483 185
479 519 439
117 673 277
455 212 432
743 539 412
632 162 367
300 822 393
201 886 7
465 696 47
392 214 129
447 689 323
394 461 400
734 914 331
71 415 219
788 230 110
466 83 399
639 814 178
215 358 217
596 281 238
912 622 129
260 377 301
97 91 139
462 992 178
694 424 63
578 246 85
971 130 357
246 277 473
327 667 410
158 111 474
86 11 65
906 508 336
514 608 458
334 170 11
389 828 139
356 251 3
362 842 287
39 330 272
285 983 75
919 837 326
753 461 227
835 867 491
802 68 438
165 820 176
445 882 280
402 536 201
521 36 305
652 932 235
127 360 85
242 80 303
454 123 171
203 476 462
652 407 144
21 356 238
155 321 74
900 815 47
527 400 71
94 125 470
475 908 155
346 634 443
92 430 415
548 904 87
648 16 310
702 696 491
545 819 389
909 957 253
438 958 274
886 101 473
373 913 193
982 20 215
570 30 245
276 675 388
292 505 387
734 310 358
26 930 272
363 574 173
990 363 149
525 186 103
649 752 443
485 326 497
565 163 105
442 157 210
544 957 180
321 155 372
502 289 37
983 322 144
630 970 131
956 256 196
516 640 49
984 594 236
839 879 423
130 823 246
285 11 377
619 954 331
646 774 198
417 969 160
330 867 245
533 855 381
846 342 438
369 424 491
941 25 292
728 455 206
168 475 465
576 524 483
624 340 86
161 959 67
228 771 479
16 24 218
424 73 13
963 5 379
383 391 406
929 550 66
147 668 303
883 117 119
837 323 244
797 771 386
594 763 152
224 198 412
163 735 132
764 842 18
101 585 131
83 445 477
933 207 389
677 312 302
595 560 494
339 843 205
832 749 55
219 715 1
958 409 278
108 914 240
191 888 265
115 942 289
638 192 270
777 616 122
521 60 278
953 797 80
746 498 437
914 716 369
864 938 176
328 549 62
796 78 292
477 605 320
264 572 289
712 573 13
96 906 141
453 747 484
403 585 158
333 495 458
220 454 186
318 808 206
493 635 304
777 206 95
567 785 250
127 430 309
603 802 57
213 189 162
609 817 91
898 17 314
531 651 165
853 984 461
727 395 374
487 359 67
570 38 271
444 586 338
165 622 142
979 403 439
907 995 340
590 4 164
225 351 137
146 205 165
567 804 253
226 562 423
794 9 111
757 727 104
833 394 146
484 112 38
198 646 366
473 218 241
19 588 427
636 581 156
79 20 146
952 783 360
463 141 4
761 305 24
912 816 85
718 412 485
85 536 329
662 517 20
201 509 498
929 314 466
817 44 374
458 595 182
388 265 320
167 660 354
991 445 261
627 55 49
279 92 95
344 328 315
392 260 10
568 845 334
621 227 267
680 150 141
182 952 54
725 380 373
616 176 225
68 263 351
222 814 109
964 534 480
499 980 261
823 156 356
599 335 487
837 382 450
764 438 334
33 853 55
430 246 136
177 729 352
337 830 48
478 672 0
600 243 351
208 295 109
101 253 372
535 603 17
110 480 86
526 407 148
601 632 128
414 27 458
110 350 47
283 613 424
154 367 420
786 967 264
434 929 124
215 912 146
773 255 66
949 44 159
412 380 268
390 241 384
241 617 140
353 618 198
821 376 226
239 2 94
61 780 306
682 189 91
594 925 74
503 167 218
668 14 383
582 801 102
422 623 256
700 332 69
709 687 481
410 64 53
518 850 258
637 661 71
573 717 145
622 734 16
217 455 79
732 13 223
226 469 111
314 601 83
440 598 473
73 922 255
132 876 269
976 444 304
474 625 469
566 732 338
787 836 98
990 856 346
47 220 207
110 921 332
830 905 233
492 76 174
861 526 442
528 637 201
444 294 156
213 120 52
879 539 324
409 38 80
426 724 311
414 586 269
622 625 108
986 992 167
970 153 368
641 646 414
488 494 425
272 851 248
631 348 19
219 694 11
306 991 400
695 865 0
463 881 410
39 615 474
659 253 285
603 281 387
742 889 346
788 248 172
509 171 9
553 440 86
782 257 229
72 591 307
339 426 479
862 489 68
411 975 54
379 124 333
230 391 30
843 178 72
461 194 465
509 617 406
623 539 21
665 771 366
923 57 492
440 642 419
471 118 42
745 547 319
427 691 329
586 134 173
274 274 380
310 259 164
156 70 495
93 84 99
389 733 321
299 424 110
985 616 101
350 643 120
586 43 378
887 951 176
923 924 119
702 521 332
993 154 485
221 10 66
687 401 279
885 412 289
754 695 0
681 565 336
576 899 16
354 793 460
813 127 281
200 342 229
618 388 182
44 170 409
8 985 389
278 979 219
481 109 69
351 621 60
88 998 318
108 23 465
629 772 26
310 980 104
870 641 173
687 243 459
276 24 214
292 804 372
91 611 369
99 603 456
270 555 449
219 303 50
405 449 84
123 336 10
226 404 301
759 241 15
516 956 112
623 447 29
643 59 160
995 842 464
5 22 192
564 11 352
530 99 58
663 579 219
784 935 194
770 130 82
393 159 351
280 56 147
740 647 227
973 56 321
361 411 452
369 49 335
263 462 90
94 142 65
949 690 57
477 321 217
435 827 420
413 231 199
792 990 45
693 519 265
481 432 141
195 282 96
928 377 327
832 523 17
790 769 84
355 457 245
840 766 238
508 965 240
662 617 191
64 302 271
339 737 52
489 148 373
836 794 371
74 157 251
496 114 283
573 224 55
698 644 82
407 521 109
292 491 260
650 7 300
838 223 408
883 351 494
638 514 430
610 695 237
973 287 291
272 557 252
956 925 148
684 786 469
332 937 488
645 475 489
157 139 336
122 989 424
910 274 45
322 109 31
585 344 227
829 667 265
417 672 360
373 424 107
819 570 410
342 464 350
377 225 6
947 521 87
551 366 221
581 650 42
656 160 337
131 471 401
106 881 178
890 417 44
114 687 31
802 803 6
940 648 379
216 358 257
72 548 423
908 855 352
732 278 189
223 653 141
202 307 21
173 328 493
759 418 152
401 735 209
291 770 380
584 9 49
137 885 490
422 244 402
633 834 83
841 523 160
396 670 364
705 928 231
248 313 88
486 398 183
542 210 185
301 221 155
270 759 312
532 476 197
796 662 291
665 69 363
668 244 116
815 537 82
114 993 403
602 26 203
266 304 233
114 31 276
360 205 398
376 817 121
894 505 411
320 141 327
445 576 76
541 770 306
370 356 46
31 942 192
107 980 57
640 699 294
60 225 333
536 143 376
926 478 100
190 347 63
769 652 352
674 113 215
76 197 203
652 869 81
186 130 338
201 619 395
784 729 485
530 383 500
16 651 336
273 988 292
303 424 86
451 193 415
62 177 17
493 251 336
302 239 232
414 296 455
565 198 112
403 115 176
166 249 29
380 105 413
143 802 266
152 444 436
170 640 366
405 698 130
95 695 234
151 21 109
70 904 58
534 221 333
600 808 216
912 564 334
625 529 369
25 687 60
826 946 308
164 873 141
20 23 479
888 444 218
478 389 231
290 265 242
955 208 419
283 615 313
996 90 383
938 768 364
596 380 133
717 330 447
935 274 440
492 426 320
58 929 180
965 301 15
99 519 304
567 695 470
126 519 179
295 915 0
135 82 484
416 956 91
461 531 217
426 66 64
176 935 271
331 402 3
885 822 443
69 767 61
9 917 41
425 456 66
311 369 133
236 371 266
160 570 99
780 37 466
284 552 401
321 653 416
699 345 260
202 78 100
640 781 354
254 303 179
458 168 144
178 816 313
406 845 340
360 30 228
8 666 190
702 719 385
486 942 191
663 494 323
410 343 52
340 354 343
591 816 444
843 348 214
964 86 217
551 403 0
611 113 212
51 567 114
286 653 408
690 403 83
910 446 88
853 77 288
127 676 192
487 556 379
764 197 117
655 902 403
479 380 485
885 516 405
847 6 295
893 385 397
121 821 46
381 772 455
215 4 170
953 143 306
890 585 208
710 465 313
230 921 463
79 618 66
783 553 178
212 756 420
493 405 390
453 245 396
525 41 395
546 865 92
771 936 290
216 20 67
611 851 264
416 989 61
109 472 391
278 34 420
917 684 180
105 768 213
433 656 191
110 457 279
139 175 481
480 9 191
874 998 435
191 466 57
717 169 308
24 987 377
35 252 182
417 784 434
821 675 376
713 911 475
38 214 181
0 551 190
671 96 408
765 457 306
187 562 331
595 517 194
399 693 439
335 689 284
57 684 209
260 644 37
620 382 37
609 339 76
60 499 220
260 393 90
266 975 274
324 280 168
60 878 43
404 615 238
460 579 381
163 69 313
127 733 499
962 522 47
211 951 360
72 118 41
770 873 331
955 793 251
69 361 373
720 220 132
887 132 60
803 377 390
829 71 114
973 79 454
23 853 191
996 258 291
299 607 215
508 592 435
513 61 69
163 314 345
815 573 389
599 754 333
797 571 136
744 520 194
479 614 100
254 349 474
325 626 421
276 135 80
211 3 489
451 818 406
342 345 255
949 498 199
566 69 110
534 267 313
829 722 260
853 7 18
510 803 290
346 598 264
671 170 335
629 611 350
969 577 347
914 209 250
719 315 139
863 428 186
838 831 43
537 413 359
986 489 367
340 995 223
6 911 60
132 392 474
898 160 104
695 473 190
499 406 203
836 937 143
443 503 132
523 506 152
25 703 281
930 912 414
763 769 422
289 935 201
53 424 82
686 472 103
380 469 131
501 970 77
660 388 491
255 744 140
920 602 102
538 814 334
478 122 9
88 409 471
878 550 267
549 126 6
346 417 110
288 807 2
639 36 168
636 612 191
70 456 213
945 771 494
776 886 420
810 352 224
318 811 32
723 220 58
975 65 325
555 892 104
868 648 158
56 847 0
447 414 444
529 552 487
350 392 341
182 696 176
804 638 136
474 528 461
443 997 20
605 3 227
472 79 305
902 569 315
130 370 470
640 943 383
736 749 43
983 144 192
184 631 102
583 494 261
781 996 366
807 285 492
614 744 394
423 692 93
916 720 485
45 271 483
545 355 414
305 596 63
945 540 381
852 432 196
132 888 347
57 924 143
892 132 330
351 758 467
395 332 44
428 56 389
563 184 437
703 89 340
445 208 8
637 590 402
441 699 188
344 126 359
815 675 113
32 667 103
136 763 497
147 436 235
6 990 356
898 841 337
244 568 230
975 559 269
446 100 188
132 804 234
760 214 214
515 278 67
818 681 462
768 273 114
671 517 393
751 124 306
293 270 467
945 418 45
598 783 53
495 152 442
198 462 453
409 251 193
213 698 12
821 344 176
504 238 396
48 65 234
948 495 401
14 675 193
162 538 451
767 406 1
70 663 249
866 420 124
305 585 169
455 479 420
535 174 177
615 850 361
47 919 107
77 204 308
207 520 456
142 618 365
932 383 244
70 954 84
112 639 236
931 401 55
950 167 76
606 488 331
914 678 310
915 290 142
738 774 77
912 554 225
590 340 458
812 957 49
570 878 108
135 824 486
225 192 168
517 599 313
88 299 379
846 34 96
772 463 121
495 727 91
821 260 68
397 825 482
797 543 116
583 99 395
814 2 97
136 557 444
590 137 369
686 132 54
903 899 34
242 903 365
824 382 493
402 844 104
168 689 12
113 706 62
969 671 187
952 81 462
499 425 347
250 295 340
192 701 176
949 448 237
66 120 143
189 202 361
257 736 197
224 195 95
576 318 191
126 865 251
574 781 441
634 513 364
267 570 455
85 921 6
430 10 307
850 934 146
650 601 180
857 623 242
639 923 1
10 780 8
619 474 355
265 487 214
224 884 227
399 665 379
935 568 410
429 134 87
861 490 345
463 239 34
21 35 89
854 576 76
865 756 305
811 335 412
923 948 413
484 293 63
577 809 143
354 535 264
717 221 403
790 81 263
248 954 235
667 184 302
794 625 156
864 753 176
604 896 190
7 779 468
335 890 366
396 432 101
97 579 475
109 605 105
91 954 195
108 492 207
945 38 295
437 910 5
489 941 217
483 327 495
657 226 354
820 559 231
721 327 428
10 24 387
297 175 52
718 725 199
980 68 259
203 50 246
71 551 350
900 699 102
172 240 56
796 969 318
559 491 202
462 748 37
345 315 116
790 700 459
889 693 278
879 240 458
760 947 380
162 201 470
81 250 480
293 935 489
927 281 43
567 749 116
358 216 149
145 830 181
623 706 300
535 541 428
340 944 126
309 138 476
581 339 254
603 831 105
632 906 243
614 659 40
168 40 100
158 315 438
659 916 48
655 855 26
523 597 50
636 815 451
497 513 440
727 680 192
795 827 394
370 746 80
432 779 177
164 858 101
848 241 17
782 68 160
538 637 279
952 83 336
643 154 485
384 363 178
154 378 237
198 829 499
593 355 336
396 435 78
941 325 320
119 939 202
880 3 173
850 884 207
336 195 90
727 108 28
39 564 22
465 273 264
376 969 121
482 109 172
590 528 81
833 915 495
814 371 269
38 49 105
159 855 265
816 521 115
249 818 461
481 465 3
828 441 106
43 405 95
298 254 468
94 358 197
26 214 297
381 716 180
725 523 212
967 37 58
257 497 155
621 680 341
316 46 335
97 951 437
332 575 454
468 200 479
918 338 467
610 393 216
152 231 222
746 603 265
520 794 379
163 705 418
925 149 207
117 994 180
843 898 489
876 124 492
716 285 426
429 411 88
140 151 134
167 638 165
638 937 20
205 989 449
301 343 72
291 348 483
913 1 326
206 165 23
504 826 279
464 826 45
808 449 349
588 493 349
148 962 196
157 111 356
53 135 496
116 789 473
778 995 45
452 253 424
133 71 327
954 591 87
225 942 211
745 758 283
844 197 109
69 233 299
188 658 42
520 639 237
823 205 227
306 712 407
412 520 123
823 831 126
627 214 114
406 252 74
831 773 420
352 305 74
281 693 108
120 377 294
703 2 81
669 516 426
927 264 6
777 438 150
394 399 438
650 968 473
482 937 119
674 178 40
268 449 15
810 899 225
664 934 362
32 112 411
502 733 462
509 556 333
261 104 239
348 797 208
883 491 438
331 808 388
264 705 149
148 170 436
738 407 389
628 204 85
559 995 252
817 765 317
534 420 473
770 185 67
784 933 394
268 68 342
471 726 160
731 436 101
191 340 373
96 882 201
56 209 260
520 407 265
734 867 219
378 632 124
645 502 18
72 296 311
239 594 205
52 990 86
166 708 32
458 423 427
173 507 475
951 839 204
946 1 445
794 824 439
695 76 251
751 322 149
522 615 346
968 769 74
465 200 337
67 368 133
400 738 349
502 386 94
979 275 68
867 460 219
730 402 290
598 146 152
656 472 306
584 325 120
226 760 402
68 385 205
565 807 237
878 534 180
167 483 234
112 429 371
47 332 128
602 613 253
802 727 291
309 782 296
581 939 149
720 595 463
121 65 289
597 135 34
928 2 210
582 254 75
850 252 335
348 706 435
117 996 160
567 952 253
723 75 461
392 367 188
420 129 480
779 666 30
782 23 224
681 980 85
437 640 335
381 615 362
402 176 222
246 409 41
571 510 6
489 444 290
419 942 29
497 439 477
994 49 225
630 702 128
383 518 65
233 475 55
298 443 278
445 405 357
798 538 217
454 869 118
131 516 19
411 566 111
206 835 147
369 339 295
944 847 422
570 742 183
285 23 388
919 885 287
982 819 128
590 758 332
326 97 332
740 946 54
380 889 170
643 568 61
683 20 497
607 485 483
383 935 393
987 448 278
439 99 224
412 59 353
311 577 487
449 963 331
733 928 215
569 433 497
257 120 116
696 247 218
953 802 207
326 578 366
258 973 136
865 160 360
984 44 79
91 985 388
294 925 172
710 282 25
207 477 380
941 502 464
226 388 124
449 809 249
511 691 440
994 379 290
297 509 318
625 368 35
91 844 57
678 70 43
109 781 257
351 332 62
544 942 288
864 508 407
943 605 384
381 422 303
666 752 123
30 402 487
476 477 170
783 474 140
622 992 225
827 363 296
57 458 421
585 310 364
685 174 24
306 534 63
499 443 347
90 760 456
215 164 187
253 545 421
621 905 432
853 782 488
119 461 205
918 604 467
343 547 13
533 568 221
957 669 484
699 598 421
701 492 451
81 101 485
884 298 31
814 852 71
894 972 129
602 195 15
623 982 449
152 499 148
543 270 371
56 138 358
701 684 270
248 701 102
961 582 130
403 706 430
277 659 110
914 327 245
933 375 273
113 608 337
765 877 494
865 413 452
611 130 278
76 490 90
361 133 263
71 500 364
68 546 352
4 789 93
269 59 1
233 721 307
796 437 440
297 530 185
362 252 252
894 832 163
780 253 48
595 341 461
507 342 260
78 685 441
691 48 483
280 697 451
145 536 145
463 624 110
958 434 387
838 734 92
949 651 494
931 230 342
898 957 125
237 668 144
459 342 143
371 808 464
802 237 251
363 260 443
650 146 247
238 826 4
172 877 267
32 922 268
74 278 129
311 508 6
565 967 276
907 242 398
713 191 228
57 608 62
50 237 306
886 746 427
393 463 129
804 727 275
574 285 39
355 128 337
716 377 234
387 451 28
56 484 429
55 60 465
830 545 422
118 357 450
988 532 400
792 283 195
763 111 51
256 396 204
248 571 176
736 931 191
796 913 265
99 29 360
367 577 448
117 333 258
937 125 372
247 413 174
418 750 158
82 686 364
909 776 323
217 837 497
857 629 180
321 848 257
29 899 166
96 431 229
45 121 194
882 315 476
722 316 447
712 226 279
991 917 7
282 172 488
786 901 497
868 527 410
38 676 441
739 113 177
552 650 93
15 576 405
340 748 277
965 590 443
328 573 48
283 387 254
5 882 108
939 180 85
114 24 130
249 375 184
52 455 131
748 295 5
188 992 333
163 796 348
71 923 328
879 567 228
351 657 475
85 383 441
207 598 373
303 418 37
964 480 201
770 690 219
43 523 170
759 486 84
220 829 484
480 424 223
525 899 111
980 119 270
98 275 59
623 46 112
284 504 204
577 755 401
453 851 236
96 496 235
157 555 443
58 758 454
383 649 285
931 55 328
856 608 134
864 491 483
906 458 330
853 614 86
510 924 7
28 418 410
98 189 215
375 828 197
16 792 175
340 442 358
909 720 264
756 601 460
952 646 385
407 911 434
32 17 166
998 161 64
675 573 487
312 448 87
294 695 449
53 736 429
799 278 87
506 201 181
449 551 42
586 686 90
524 274 145
680 599 237
851 84 326
392 375 74
557 983 213
264 50 263
293 462 356
402 572 458
623 779 440
606 782 363
417 438 217
887 694 162
812 349 71
975 838 415
873 528 259
83 538 119
582 612 433
510 359 241
921 894 479
22 990 367
83 563 353
443 72 394
579 755 86
797 82 162
94 102 4
756 712 157
574 996 301
712 531 125
257 572 266
203 389 431
529 373 10
927 271 320
134 878 357
242 111 234
45 825 49
128 836 282
190 292 338
528 959 31
528 134 295
640 179 423
415 656 37
344 665 497
944 816 45
74 980 26
827 209 375
476 437 488
265 715 481
506 493 471
225 685 371
342 855 233
84 385 81
363 310 274
753 856 231
644 424 296
965 778 38
131 448 22
564 435 282
773 766 453
123 975 409
94 518 186
551 296 409
713 94 439
421 577 89
37 237 418
